0	9.000009e-01	1.189651e+01
1	9.000019e-01	1.190154e+01
2	9.000029e-01	1.189671e+01
3	9.000039e-01	1.190173e+01
4	9.000049e-01	1.189691e+01
5	9.000059e-01	1.190193e+01
6	9.000069e-01	1.189710e+01
7	9.000079e-01	1.190212e+01
8	9.000089e-01	1.189730e+01
9	9.000099e-01	1.190232e+01
10	9.000109e-01	1.189749e+01
11	9.000119e-01	1.190251e+01
12	9.000129e-01	1.189769e+01
13	9.000139e-01	1.190270e+01
14	9.000149e-01	1.189788e+01
15	9.000159e-01	1.190290e+01
16	9.000169e-01	1.189808e+01
17	9.000179e-01	1.190309e+01
18	9.000189e-01	1.189827e+01
19	9.000199e-01	1.190328e+01
20	9.000209e-01	1.189846e+01
21	9.000219e-01	1.190347e+01
22	9.000229e-01	1.189866e+01
23	9.000239e-01	1.190367e+01
24	9.000249e-01	1.189885e+01
25	9.000259e-01	1.190386e+01
26	9.000269e-01	1.189904e+01
27	9.000279e-01	1.190405e+01
28	9.000289e-01	1.189923e+01
29	9.000299e-01	1.190424e+01
30	9.000309e-01	1.189943e+01
31	9.000319e-01	1.190443e+01
32	9.000329e-01	1.189962e+01
33	9.000339e-01	1.190462e+01
34	9.000349e-01	1.189981e+01
35	9.000359e-01	1.190481e+01
36	9.000369e-01	1.190000e+01
37	9.000379e-01	1.190499e+01
38	9.000389e-01	1.190019e+01
39	9.000399e-01	1.190518e+01
40	9.000409e-01	1.190038e+01
41	9.000419e-01	1.190537e+01
42	9.000429e-01	1.190057e+01
43	9.000439e-01	1.190556e+01
44	9.000449e-01	1.190076e+01
45	9.000459e-01	1.190575e+01
46	9.000469e-01	1.190094e+01
47	9.000479e-01	1.190593e+01
48	9.000489e-01	1.190113e+01
49	9.000499e-01	1.190612e+01
50	9.000509e-01	1.190132e+01
51	9.000519e-01	1.190631e+01
52	9.000529e-01	1.190151e+01
53	9.000539e-01	1.190649e+01
54	9.000549e-01	1.190170e+01
55	9.000559e-01	1.190668e+01
56	9.000569e-01	1.190188e+01
57	9.000579e-01	1.190686e+01
58	9.000589e-01	1.190207e+01
59	9.000599e-01	1.190705e+01
60	9.000609e-01	1.190225e+01
61	9.000619e-01	1.190723e+01
62	9.000629e-01	1.190244e+01
63	9.000639e-01	1.190741e+01
64	9.000649e-01	1.190263e+01
65	9.000659e-01	1.190760e+01
66	9.000669e-01	1.190281e+01
67	9.000679e-01	1.190778e+01
68	9.000689e-01	1.190300e+01
69	9.000699e-01	1.190796e+01
70	9.000709e-01	1.190318e+01
71	9.000719e-01	1.190815e+01
72	9.000729e-01	1.190336e+01
73	9.000739e-01	1.190833e+01
74	9.000749e-01	1.190355e+01
75	9.000759e-01	1.190851e+01
76	9.000769e-01	1.190373e+01
77	9.000779e-01	1.190869e+01
78	9.000789e-01	1.190391e+01
79	9.000799e-01	1.190887e+01
80	9.000809e-01	1.190410e+01
81	9.000819e-01	1.190905e+01
82	9.000829e-01	1.190428e+01
83	9.000839e-01	1.190924e+01
84	9.000849e-01	1.190446e+01
85	9.000859e-01	1.190942e+01
86	9.000869e-01	1.190464e+01
87	9.000879e-01	1.190960e+01
88	9.000889e-01	1.190482e+01
89	9.000899e-01	1.190977e+01
90	9.000909e-01	1.190500e+01
91	9.000919e-01	1.190995e+01
92	9.000929e-01	1.190518e+01
93	9.000939e-01	1.191013e+01
94	9.000949e-01	1.190536e+01
95	9.000959e-01	1.191031e+01
96	9.000969e-01	1.190554e+01
97	9.000979e-01	1.191049e+01
98	9.000989e-01	1.190572e+01
99	9.000999e-01	1.191067e+01
100	9.001009e-01	1.190590e+01
101	9.001019e-01	1.191084e+01
102	9.001029e-01	1.190608e+01
103	9.001039e-01	1.191102e+01
104	9.001049e-01	1.190626e+01
105	9.001059e-01	1.191120e+01
106	9.001069e-01	1.190644e+01
107	9.001079e-01	1.191137e+01
108	9.001089e-01	1.190661e+01
109	9.001099e-01	1.191155e+01
110	9.001109e-01	1.190679e+01
111	9.001119e-01	1.191172e+01
112	9.001129e-01	1.190697e+01
113	9.001139e-01	1.191190e+01
114	9.001149e-01	1.190714e+01
115	9.001159e-01	1.191207e+01
116	9.001169e-01	1.190732e+01
117	9.001179e-01	1.191225e+01
118	9.001189e-01	1.190750e+01
119	9.001199e-01	1.191242e+01
120	9.001209e-01	1.190767e+01
121	9.001219e-01	1.191260e+01
122	9.001229e-01	1.190785e+01
123	9.001239e-01	1.191277e+01
124	9.001249e-01	1.190802e+01
125	9.001259e-01	1.191294e+01
126	9.001269e-01	1.190820e+01
127	9.001279e-01	1.191312e+01
128	9.001289e-01	1.190837e+01
129	9.001299e-01	1.191329e+01
130	9.001309e-01	1.190854e+01
131	9.001319e-01	1.191346e+01
132	9.001329e-01	1.190872e+01
133	9.001339e-01	1.191363e+01
134	9.001349e-01	1.190889e+01
135	9.001359e-01	1.191380e+01
136	9.001369e-01	1.190906e+01
137	9.001379e-01	1.191398e+01
138	9.001389e-01	1.190924e+01
139	9.001399e-01	1.191415e+01
140	9.001409e-01	1.190941e+01
141	9.001419e-01	1.191432e+01
142	9.001429e-01	1.190958e+01
143	9.001439e-01	1.191449e+01
144	9.001449e-01	1.190975e+01
145	9.001459e-01	1.191466e+01
146	9.001469e-01	1.190992e+01
147	9.001479e-01	1.191483e+01
148	9.001489e-01	1.191009e+01
149	9.001499e-01	1.191500e+01
150	9.001509e-01	1.191026e+01
151	9.001519e-01	1.191516e+01
152	9.001529e-01	1.191043e+01
153	9.001539e-01	1.191533e+01
154	9.001549e-01	1.191060e+01
155	9.001559e-01	1.191550e+01
156	9.001569e-01	1.191077e+01
157	9.001579e-01	1.191567e+01
158	9.001589e-01	1.191094e+01
159	9.001599e-01	1.191584e+01
160	9.001609e-01	1.191111e+01
161	9.001619e-01	1.191600e+01
162	9.001629e-01	1.191128e+01
163	9.001639e-01	1.191617e+01
164	9.001649e-01	1.191145e+01
165	9.001659e-01	1.191634e+01
166	9.001669e-01	1.191162e+01
167	9.001679e-01	1.191650e+01
168	9.001689e-01	1.191178e+01
169	9.001699e-01	1.191667e+01
170	9.001709e-01	1.191195e+01
171	9.001719e-01	1.191683e+01
172	9.001729e-01	1.191212e+01
173	9.001739e-01	1.191700e+01
174	9.001749e-01	1.191228e+01
175	9.001759e-01	1.191716e+01
176	9.001769e-01	1.191245e+01
177	9.001779e-01	1.191733e+01
178	9.001789e-01	1.191262e+01
179	9.001799e-01	1.191749e+01
180	9.001809e-01	1.191278e+01
181	9.001819e-01	1.191766e+01
182	9.001829e-01	1.191295e+01
183	9.001839e-01	1.191782e+01
184	9.001849e-01	1.191311e+01
185	9.001859e-01	1.191798e+01
186	9.001869e-01	1.191328e+01
187	9.001879e-01	1.191815e+01
188	9.001889e-01	1.191344e+01
189	9.001899e-01	1.191831e+01
190	9.001909e-01	1.191361e+01
191	9.001919e-01	1.191847e+01
192	9.001929e-01	1.191377e+01
193	9.001939e-01	1.191863e+01
194	9.001949e-01	1.191393e+01
195	9.001959e-01	1.191880e+01
196	9.001969e-01	1.191410e+01
197	9.001979e-01	1.191896e+01
198	9.001989e-01	1.191426e+01
199	9.001999e-01	1.191912e+01
200	9.002009e-01	1.191442e+01
201	9.002019e-01	1.191928e+01
202	9.002029e-01	1.191458e+01
203	9.002039e-01	1.191944e+01
204	9.002049e-01	1.191475e+01
205	9.002059e-01	1.191960e+01
206	9.002069e-01	1.191491e+01
207	9.002079e-01	1.191976e+01
208	9.002089e-01	1.191507e+01
209	9.002099e-01	1.191992e+01
210	9.002109e-01	1.191523e+01
211	9.002119e-01	1.192008e+01
212	9.002129e-01	1.191539e+01
213	9.002139e-01	1.192024e+01
214	9.002149e-01	1.191555e+01
215	9.002159e-01	1.192040e+01
216	9.002169e-01	1.191571e+01
217	9.002179e-01	1.192055e+01
218	9.002189e-01	1.191587e+01
219	9.002199e-01	1.192071e+01
220	9.002209e-01	1.191603e+01
221	9.002219e-01	1.192087e+01
222	9.002229e-01	1.191619e+01
223	9.002239e-01	1.192103e+01
224	9.002249e-01	1.191635e+01
225	9.002259e-01	1.192118e+01
226	9.002269e-01	1.191650e+01
227	9.002279e-01	1.192134e+01
228	9.002289e-01	1.191666e+01
229	9.002299e-01	1.192150e+01
230	9.002309e-01	1.191682e+01
231	9.002319e-01	1.192165e+01
232	9.002329e-01	1.191698e+01
233	9.002339e-01	1.192181e+01
234	9.002349e-01	1.191714e+01
235	9.002359e-01	1.192196e+01
236	9.002369e-01	1.191729e+01
237	9.002379e-01	1.192212e+01
238	9.002389e-01	1.191745e+01
239	9.002399e-01	1.192227e+01
240	9.002409e-01	1.191760e+01
241	9.002419e-01	1.192243e+01
242	9.002429e-01	1.191776e+01
243	9.002439e-01	1.192258e+01
244	9.002449e-01	1.191792e+01
245	9.002459e-01	1.192274e+01
246	9.002469e-01	1.191807e+01
247	9.002479e-01	1.192289e+01
248	9.002489e-01	1.191823e+01
249	9.002499e-01	1.192304e+01
250	9.002509e-01	1.191838e+01
251	9.002519e-01	1.192320e+01
252	9.002529e-01	1.191854e+01
253	9.002539e-01	1.192335e+01
254	9.002549e-01	1.191869e+01
255	9.002559e-01	1.192350e+01
256	9.002569e-01	1.191884e+01
